この<u>方向</u>で間違いない。,ほうぼう,ほうごう,ほうほう,ほうこう,4,"
<p>译文：这个方向是没错的。<br/>
1.ほうぼう（方々）：各处，到处<br/>
2.ほうごう（法号）：法号<br/>
3.ほうほう（方法）：方法<br/>
4.ほうこう（方向）：方向</p>",2016-07-N3（3）
<u>申し込み</u>はあしたまでです。,もしくみ,もしこみ　　,もうしくみ,もうしこみ,4,"
<p>译文：申请截止到明天。<br/>
1.もしくみ：干扰项，不存在<br/>
2.もしこみ：干扰项，不存在<br/>
3.もうしくみ：干扰项，不存在<br/>
4.もうしこみ（申し込み）：申请</p>",2016-07-N3（4）
きちんと<u>測って</u>ください。,まもって　　,しまって,はかって　　,したがって,3,"
<p>译文：请好好的测一下。<br/>
1.まもって（守る）：守护，遵守<br/>
2.しまって（仕舞う）：完了，收拾起来<br/>
3.はかって（測る）：测量，推测<br/>
4.したがって（従う）：跟随，遵从，顺从</p>",2016-07-N3（5）
その国は20年前に<u>独立</u>した。,どくりつ,とくりつ,どくれつ,とくれつ,1,"
<p>译文：那个国家20年前独立了。<br/>
1.どくりつ（独立）：独立，自立<br/>
2.とくりつ（特立）：特别出众，突出<br/>
3.干扰项，不存在<br/>
4.干扰项，不存在</p>",2016-07-N3（6）
落とした時に<u>折れて</u>しまいました。,われて,おれて,ぬれて,こわれて,2,"
<p>译文：扔下去的时候折断了。<br/>
1.われて（割れる）：裂开，分裂<br/>
2.おれて（折れる）：折叠，折断<br/>
3.ぬれて（濡れる）：湿透，沾湿<br/>
4.こわれて（壊れる）：弄坏，破坏，出故障</p>",2016-07-N3（7）
ごみを減らすためには、一人一人の<u>努力</u>が大切だ。,どりょく,とりょく,きょうりょく,ぎょうりょく,1,"
<p>译文：为了减少垃圾，每个人的努力很重要。<br/>
1.どりょく（努力）：努力<br/>
2.とりょく：干扰项，不存在<br/>
3.きょうりょく（協力）：协力，协作，合作<br/>
4.ぎょうりょく：干扰项，不存在</p>",2016-07-N3（8）
このグラフは、毎月の雨意の量を<u>表した</u>ものです。,あらわした,しめした,さした,うつした,1,"
<p>译文：这张图表显示了每个月的下雨量。<br/>
1 あらわした（表した）：表现，表达<br/>
2 しめした（示した）：表示，指示<br/>
3 さした（指した）：指向，指明<br/>
4 うつした（写した）：临摹，拍照</p>",2015-12-N3（8）
<u>食器</u>売り場はどこですか。,しょくき,しょっき,しょくひん,しょっぴん,2,"
<p>译文：餐具卖场在哪？<br/>
2 食器（しょっき）：餐具<br/>
3 食品（しょくひん）：食物<br/>
其它选项为干扰项</p>",2014-07-N3（8）
ここは<u>汚い</u>から、ほかの所へ行きましょう。,せまい,くさい 　,きたない,うるさい,3,"
<p>正解：3     解析：这里脏，我们去其他的地方吧。<br/>
1.せまい(狭い)：窄，狭小    2.くさい(臭い)：臭的；可疑的<br/>
3.きたない(汚い)：脏，肮脏    4.うるさい(煩い)：烦人的，纠缠不休的</p>",2017-07-N3（1）
<u>商品</u>に傷がないか確認します。,しょひん,しょうひん,せいひん,せひん,2,"
<p>正解：2    解析：确认商品是否有瑕疵。<br/>
2.しょうひん(商品)：商品<br/>   3.せいひん(製品)：产品，制品<br/>
1，4为干扰项。</p>",2017-07-N3（2）
まだ<u>冷えて</u>いないので、もう少し待ってください。,もえて,ひえて,にえて,うえて,2,"
<p>正解：2解析：还没凉，请再稍等一下。<br/>
1.もえて(燃えて)：燃烧<br/>2.ひえて(冷えて)：变凉，放凉<br/>
3.にえて(煮えて)：煮熟，煮烂<br/>4.うえて(植えて)：栽，植</p>",2017-07-N3（3）
体の調子がよくないので、<u>早退</u>した。,そうてい,ぞうたい,そうたい,ぞうてい,3,"
<p>正解：3  解析：身体不舒服，所以早退了。<br/>
1.そうてい(想定)：设想，估计<br/>  2.干扰项<br/>
3.そうたい(早退)：早退<br/>  4.ぞうてい(贈呈)：赠送，赠给</p>",2017-07-N3（4）
大事なことばに<u>下線</u>を引いてください。,げぜん,かぜん,げせん,かせん,4,"
<p>正解：4  解析：请在重要的单词下面画下划线。<br/>
1.干扰项<br/>2.かぜん(果然)：果然<br/>
3.げせん(下船)：下船<br/>4.かせん(下線)：下线，画下划线</p>",2017-07-N3（5）
